consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
420602,Pennsylvania,Rural,22,Rain,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
210073,Kentucky,Rural,9,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210454,Kentucky,Rural,17,Rain,4-Door Sedan/Hardtop,1
530057,Washington,Rural,9,Rain,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
220148,Louisiana,Rural,12,Rain,4-Door Sedan/Hardtop,1
420892,Pennsylvania,Rural,14,Rain,4-Door Sedan/Hardtop,1
210042,Kentucky,Urban,17,Cloudy,4-Door Sedan/Hardtop,1
210447,Kentucky,Urban,13,Cloudy,4-Door Sedan/Hardtop,1
470519,Tennessee,Rural,12,Cloudy,4-Door Sedan/Hardtop,1
470038,Tennessee,Urban,23,Cloudy,4-Door Sedan/Hardtop,1
450305,South Carolina,Rural,10,Cloudy,Minivan,1
290060,Missouri,Rural,1,Cloudy,Standard Pickup,1
210716,Kentucky,Rural,20,Cloudy,4-Door Sedan/Hardtop,2
360001,New York,Rural,12,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
360897,New York,Rural,21,Cloudy,4-Door Sedan/Hardtop,1
290682,Missouri,Rural,17,Cloudy,4-Door Sedan/Hardtop,1
290641,Missouri,Rural,19,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
391039,Ohio,Rural,11,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
290120,Missouri,Rural,7,Cloudy,3-Door/2-Door Hatchback,1
130803,Georgia,Rural,8,Cloudy,2-Door Sedan/Hardtop/Coupe,1
470342,Tennessee,Urban,3,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
450197,South Carolina,Urban,0,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290063,Missouri,Rural,18,Cloudy,Standard Pickup,1
210064,Kentucky,Rural,21,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
230002,Maine,Rural,23,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290259,Missouri,Urban,8,Cloudy,2-Door Sedan/Hardtop/Coupe,1
40392,Arizona,Urban,20,Cloudy,4-Door Sedan/Hardtop,1
61333,California,Rural,99,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290796,Missouri,Rural,3,Cloudy,Standard Pickup,1
290808,Missouri,Rural,22,Cloudy,4-Door Sedan/Hardtop,1
400572,Oklahoma,Rural,17,Cloudy,4-Door Sedan/Hardtop,1
131056,Georgia,Urban,1,Clear,4-Door Sedan/Hardtop,1
40140,Arizona,Urban,3,Clear,4-Door Sedan/Hardtop,1
210072,Kentucky,Rural,14,Clear,Minivan,1
210584,Kentucky,Rural,13,Clear,4-Door Sedan/Hardtop,1
210047,Kentucky,Rural,13,Clear,2-Door Sedan/Hardtop/Coupe,1
220548,Louisiana,Rural,8,Clear,Motorcycle,1
390554,Ohio,Rural,18,Clear,4-Door Sedan/Hardtop,1
210461,Kentucky,Rural,6,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210529,Kentucky,Urban,19,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
130009,Georgia,Rural,7,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
380050,North Dakota,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
360142,New York,Rural,7,Clear,4-Door Sedan/Hardtop,1
420762,Pennsylvania,Rural,19,Clear,Three-Wheel Motorcycle/Moped- Not All-Terrain Vehicle,1
420662,Pennsylvania,Rural,20,Clear,Standard Pickup,1
210338,Kentucky,Rural,18,Clear,Standard Pickup,1
450831,South Carolina,Rural,14,Clear,Station Wagon (Excluding Van and Truck-Based),1
210460,Kentucky,Rural,4,Clear,Standard Pickup,1
420582,Pennsylvania,Rural,3,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
290779,Missouri,Urban,17,Clear,Motorcycle,1
220149,Louisiana,Rural,13,Clear,4-Door Sedan/Hardtop,1
420164,Pennsylvania,Urban,17,Clear,2-Door Sedan/Hardtop/Coupe,1
450935,South Carolina,Rural,19,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
220199,Louisiana,Rural,20,Clear,Motorcycle,1
220383,Louisiana,Rural,2,Clear,Standard Pickup,1
210088,Kentucky,Rural,20,Clear,4-Door Sedan/Hardtop,2
210033,Kentucky,Rural,20,Clear,4-Door Sedan/Hardtop,1
420338,Pennsylvania,Rural,1,Clear,4-Door Sedan/Hardtop,1
210280,Kentucky,Rural,2,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
420351,Pennsylvania,Rural,22,Clear,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
390538,Ohio,Rural,4,Clear,Standard Pickup,1
450166,South Carolina,Rural,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190004,Iowa,Rural,7,Clear,Station Wagon (Excluding Van and Truck-Based),2
280276,Mississippi,Rural,11,Clear,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
170119,Illinois,Rural,18,Clear,Motorcycle,1
60650,California,Rural,1,Clear,4-Door Sedan/Hardtop,1
62164,California,Rural,0,Clear,Standard Pickup,3
360516,New York,Rural,20,Clear,4-Door Sedan/Hardtop,1
360559,New York,Rural,16,Clear,Motorcycle,1
61704,California,Rural,16,Clear,4-Door Sedan/Hardtop,1
60755,California,Rural,1,Clear,Station Wagon (Excluding Van and Truck-Based),1
450414,South Carolina,Rural,3,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
50327,Arkansas,Rural,21,Clear,Standard Pickup,1
121750,Florida,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210421,Kentucky,Rural,16,Clear,Standard Pickup,1
290249,Missouri,Rural,18,Clear,Large Van – Includes Van-Based Buses,1
420273,Pennsylvania,Rural,15,Clear,4-Door Sedan/Hardtop,1
420592,Pennsylvania,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
60283,California,Rural,11,Clear,Station Wagon (Excluding Van and Truck-Based),1
210109,Kentucky,Rural,11,Clear,2-Door Sedan/Hardtop/Coupe,1
450147,South Carolina,Rural,22,Clear,4-Door Sedan/Hardtop,1
420975,Pennsylvania,Rural,9,Clear,Minivan,1
470827,Tennessee,Rural,11,Clear,Standard Pickup,1
470827,Tennessee,Rural,11,Clear,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
310182,Nebraska,Rural,19,Clear,2-Door Sedan/Hardtop/Coupe,1
450228,South Carolina,Rural,2,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
280271,Mississippi,Rural,5,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
160152,Idaho,Rural,6,Clear,4-Door Sedan/Hardtop,1
450728,South Carolina,Rural,7,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
380070,North Dakota,Rural,20,Clear,Standard Pickup,1
280330,Mississippi,Rural,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450879,South Carolina,Rural,23,Clear,4-Door Sedan/Hardtop,1
450564,South Carolina,Rural,2,Clear,4-Door Sedan/Hardtop,1
330094,New Hampshire,Rural,19,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
420165,Pennsylvania,Rural,23,Clear,2-Door Sedan/Hardtop/Coupe,1
420115,Pennsylvania,Rural,23,Clear,4-Door Sedan/Hardtop,1
380075,North Dakota,Rural,19,Clear,Minivan,1
190033,Iowa,Rural,6,Clear,4-Door Sedan/Hardtop,1
290086,Missouri,Rural,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
40376,Arizona,Rural,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
420041,Pennsylvania,Rural,0,Clear,3-Door/2-Door Hatchback,1
450690,South Carolina,Rural,1,Clear,4-Door Sedan/Hardtop,1
280481,Mississippi,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
270046,Minnesota,Rural,18,Clear,4-Door Sedan/Hardtop,1
270046,Minnesota,Rural,18,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
280281,Mississippi,Rural,20,Clear,Minivan,3
400612,Oklahoma,Rural,6,Clear,Standard Pickup,1
550464,Wisconsin,Rural,18,Clear,Standard Pickup,1
420565,Pennsylvania,Rural,21,Clear,2-Door Sedan/Hardtop/Coupe,1
420565,Pennsylvania,Rural,21,Clear,Standard Pickup,1
130867,Georgia,Rural,1,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190179,Iowa,Rural,22,Clear,4-Door Sedan/Hardtop,1
50415,Arkansas,Rural,6,Clear,4-Door Sedan/Hardtop,1
450488,South Carolina,Rural,23,Clear,4-Door Sedan/Hardtop,1
450758,South Carolina,Rural,19,Clear,Standard Pickup,1
450566,South Carolina,Rural,6,Clear,4-Door Sedan/Hardtop,1
450753,South Carolina,Rural,2,Clear,4-Door Sedan/Hardtop,1
450889,South Carolina,Rural,17,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
450797,South Carolina,Rural,15,Clear,4-Door Sedan/Hardtop,1
210740,Kentucky,Rural,8,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
210408,Kentucky,Rural,13,Clear,4-Door Sedan/Hardtop,1
290174,Missouri,Rural,15,Clear,4-Door Sedan/Hardtop,1
210566,Kentucky,Rural,21,Clear,2-Door Sedan/Hardtop/Coupe,1
420101,Pennsylvania,Rural,1,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122571,Florida,Urban,3,Clear,4-Door Sedan/Hardtop,1
60559,California,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
62202,California,Urban,21,Clear,4-Door Sedan/Hardtop,1
130605,Georgia,Rural,7,Clear,4-Door Sedan/Hardtop,1
470279,Tennessee,Rural,19,Clear,Standard Pickup,1
130634,Georgia,Rural,10,Clear,3-Door/2-Door Hatchback,1
300040,Montana,Rural,19,Clear,Standard Pickup,1
290262,Missouri,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390315,Ohio,Rural,17,Clear,2-Door Sedan/Hardtop/Coupe,1
420663,Pennsylvania,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
420608,Pennsylvania,Rural,13,Clear,4-Door Sedan/Hardtop,1
420204,Pennsylvania,Rural,8,Clear,4-Door Sedan/Hardtop,1
470079,Tennessee,Rural,15,Clear,4-Door Sedan/Hardtop,1
50247,Arkansas,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
61372,California,Urban,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
470802,Tennessee,Rural,13,Clear,4-Door Sedan/Hardtop,1
330059,New Hampshire,Rural,14,Clear,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
280272,Mississippi,Rural,10,Clear,Standard Pickup,1
400200,Oklahoma,Rural,19,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290681,Missouri,Rural,16,Clear,Standard Pickup,1
290349,Missouri,Rural,18,Clear,Motorcycle,1
490151,Utah,Rural,17,Clear,Motorcycle,1
50059,Arkansas,Rural,8,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450924,South Carolina,Urban,14,Clear,4-Door Sedan/Hardtop,1
250173,Massachusetts,Urban,0,Clear,2-Door Sedan/Hardtop/Coupe,1
220429,Louisiana,Rural,17,Clear,Standard Pickup,1
450315,South Carolina,Urban,17,Clear,Standard Pickup,1
50052,Arkansas,Urban,12,Clear,Motorcycle,2
420215,Pennsylvania,Urban,20,Clear,2-Door Sedan/Hardtop/Coupe,1
420215,Pennsylvania,Urban,20,Clear,Minivan,1
420503,Pennsylvania,Urban,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
470846,Tennessee,Urban,7,Clear,4-Door Sedan/Hardtop,1
470780,Tennessee,Urban,9,Clear,4-Door Sedan/Hardtop,2
131186,Georgia,Urban,2,Clear,4-Door Sedan/Hardtop,1
420791,Pennsylvania,Urban,2,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
220211,Louisiana,Urban,99,Clear,4-Door Sedan/Hardtop,1
50171,Arkansas,Rural,22,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
420005,Pennsylvania,Urban,23,Clear,Standard Pickup,1
250023,Massachusetts,Urban,18,Clear,4-Door Sedan/Hardtop,1
63346,California,Urban,5,Clear,4-Door Sedan/Hardtop,1
290870,Missouri,Rural,6,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
400323,Oklahoma,Rural,99,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
280532,Mississippi,Rural,2,Clear,Standard Pickup,1
130161,Georgia,Rural,0,Clear,2-Door Sedan/Hardtop/Coupe,1
290043,Missouri,Rural,20,Clear,4-Door Sedan/Hardtop,1
61012,California,Urban,23,Clear,2-Door Sedan/Hardtop/Coupe,1
420903,Pennsylvania,Urban,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
60854,California,Rural,11,Clear,4-Door Sedan/Hardtop,1
470594,Tennessee,Urban,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390414,Ohio,Rural,23,Clear,Motorcycle,2
210097,Kentucky,Rural,21,Clear,2-Door Sedan/Hardtop/Coupe,1
220567,Louisiana,Rural,99,Clear,Minivan,1
470926,Tennessee,Rural,2,Clear,Motorcycle,1
210261,Kentucky,Rural,7,Clear,2-Door Sedan/Hardtop/Coupe,1
50106,Arkansas,Rural,8,Clear,4-Door Sedan/Hardtop,1
131022,Georgia,Rural,5,Clear,Standard Pickup,1
220136,Louisiana,Urban,21,Clear,Standard Pickup,1
420787,Pennsylvania,Rural,19,Clear,4-Door Sedan/Hardtop,1
210092,Kentucky,Rural,21,Clear,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
100093,Delaware,Rural,21,Clear,4-Door Sedan/Hardtop,1
50232,Arkansas,Rural,1,Clear,Standard Pickup,1
390170,Ohio,Rural,1,Clear,Standard Pickup,1
40680,Arizona,Rural,4,Clear,Standard Pickup,1
10761,Alabama,Rural,20,Clear,4-Door Sedan/Hardtop,1
330122,New Hampshire,Rural,8,Freezing Rain or Drizzle,Standard Pickup,1
62100,California,Rural,14,Rain,Minivan,1
62100,California,Rural,14,Rain,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
60719,California,Rural,11,Rain,4-Door Sedan/Hardtop,1
62117,California,Urban,18,Rain,2-Door Sedan/Hardtop/Coupe,1
62117,California,Urban,18,Rain,Standard Pickup,1
290841,Missouri,Rural,11,Other,Standard Pickup,1
61095,California,Urban,99,Rain,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
62179,California,Rural,0,Rain,5-Door/4-Door Hatchback,1
481779,Texas,Rural,7,Clear,Standard Pickup,1
481232,Texas,Rural,18,Clear,4-Door Sedan/Hardtop,1
60075,California,Urban,1,Clear,4-Door Sedan/Hardtop,1
480255,Texas,Urban,19,Clear,4-Door Sedan/Hardtop,1
482430,Texas,Rural,1,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
483122,Texas,Urban,23,Clear,4-Door Sedan/Hardtop,1
360713,New York,Urban,4,Clear,4-Door Sedan/Hardtop,1
481950,Texas,Rural,18,Clear,Standard Pickup,1
481188,Texas,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370894,North Carolina,Rural,5,Clear,Standard Pickup,1
371240,North Carolina,Rural,21,Clear,2-Door Sedan/Hardtop/Coupe,1
60284,California,Rural,15,Clear,4-Door Sedan/Hardtop,1
481919,Texas,Urban,1,Clear,Standard Pickup,1
480713,Texas,Rural,23,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
483099,Texas,Rural,2,Clear,4-Door Sedan/Hardtop,1
61140,California,Rural,16,Clear,Motorcycle,1
190211,Iowa,Rural,12,Unknown,Motorcycle,1
210382,Kentucky,Rural,4,"Fog, Smog, Smoke",2-Door Sedan/Hardtop/Coupe,3
510351,Virginia,Rural,7,Not Reported,4-Door Sedan/Hardtop,1
80440,Colorado,Rural,11,Not Reported,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
510029,Virginia,Rural,22,Not Reported,4-Door Sedan/Hardtop,1
470429,Tennessee,Rural,20,Clear,3-Door/2-Door Hatchback,1
490061,Utah,Urban,12,Clear,4-Door Sedan/Hardtop,1
400474,Oklahoma,Urban,15,Clear,Motorcycle,1
290013,Missouri,Rural,9,Clear,Station Wagon (Excluding Van and Truck-Based),1
60805,California,Rural,21,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
483248,Texas,Rural,15,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
150094,Hawaii,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
370274,North Carolina,Rural,4,Cloudy,4-Door Sedan/Hardtop,1
61162,California,Rural,99,Clear,Large Van – Includes Van-Based Buses,1
40171,Arizona,Rural,13,Clear,Minivan,1
340067,New Jersey,Urban,1,Clear,Standard Pickup,1
450071,South Carolina,Rural,12,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
40502,Arizona,Urban,13,Clear,Three-Wheel Motorcycle/Moped- Not All-Terrain Vehicle,1
290162,Missouri,Rural,8,Clear,Standard Pickup,1
61664,California,Rural,12,Clear,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
61664,California,Rural,12,Clear,Standard Pickup,1
170937,Illinois,Rural,12,Clear,Standard Pickup,1
450160,South Carolina,Urban,2,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
483213,Texas,Rural,19,Rain,Standard Pickup,1
130298,Georgia,Rural,22,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210273,Kentucky,Rural,12,Cloudy,4-Door Sedan/Hardtop,1
150106,Hawaii,Urban,0,Rain,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
50323,Arkansas,Rural,4,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121701,Florida,Urban,5,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
50498,Arkansas,Urban,18,Rain,Standard Pickup,1
450042,South Carolina,Urban,21,Rain,2-Door Sedan/Hardtop/Coupe,1
490043,Utah,Urban,7,Rain,Standard Pickup,1
220297,Louisiana,Rural,16,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450074,South Carolina,Rural,4,Rain,Station Wagon (Excluding Van and Truck-Based),1
350132,New Mexico,Rural,13,Rain,Standard Pickup,1
420857,Pennsylvania,Rural,22,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300116,Montana,Rural,12,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
410342,Oregon,Rural,6,Cloudy,Standard Pickup,1
60662,California,Rural,16,Cloudy,Standard Pickup,1
61183,California,Urban,9,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
210256,Kentucky,Rural,15,Cloudy,Three-Wheel Motorcycle/Moped- Not All-Terrain Vehicle,1
290173,Missouri,Rural,3,Cloudy,4-Door Sedan/Hardtop,1
210676,Kentucky,Rural,14,Cloudy,4-Door Sedan/Hardtop,1
400244,Oklahoma,Rural,16,Cloudy,4-Door Sedan/Hardtop,1
210350,Kentucky,Rural,3,Cloudy,4-Door Sedan/Hardtop,1
300144,Montana,Rural,0,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180047,Indiana,Urban,6,Cloudy,2-Door Sedan/Hardtop/Coupe,1
490088,Utah,Urban,12,Cloudy,4-Door Sedan/Hardtop,1
180074,Indiana,Rural,14,Cloudy,Standard Pickup,1
122142,Florida,Urban,1,Cloudy,"Convertible (Excludes Sunroof, T-Bar)",1
390306,Ohio,Rural,17,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
280284,Mississippi,Rural,17,Cloudy,4-Door Sedan/Hardtop,3
120261,Florida,Rural,5,Cloudy,4-Door Sedan/Hardtop,1
290742,Missouri,Rural,5,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210303,Kentucky,Rural,13,Clear,4-Door Sedan/Hardtop,1
50378,Arkansas,Rural,5,Clear,Standard Pickup,1
130721,Georgia,Rural,5,Clear,4-Door Sedan/Hardtop,1
10623,Alabama,Rural,0,Clear,Motorcycle,1
450618,South Carolina,Rural,18,Clear,4-Door Sedan/Hardtop,1
131389,Georgia,Rural,4,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
220135,Louisiana,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
62158,California,Rural,16,Clear,Motorcycle,1
62596,California,Rural,4,Clear,4-Door Sedan/Hardtop,1
62693,California,Rural,0,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
60380,California,Rural,7,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
210492,Kentucky,Rural,9,Clear,Standard Pickup,1
210226,Kentucky,Rural,7,Clear,4-Door Sedan/Hardtop,1
210521,Kentucky,Rural,3,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
450383,South Carolina,Rural,3,Clear,Standard Pickup,1
61409,California,Rural,0,Clear,4-Door Sedan/Hardtop,1
290519,Missouri,Urban,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210654,Kentucky,Rural,15,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
391089,Ohio,Urban,20,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
540251,West Virginia,Rural,9,Clear,4-Door Sedan/Hardtop,1
470645,Tennessee,Rural,18,Clear,2-Door Sedan/Hardtop/Coupe,2
61890,California,Urban,8,Clear,Standard Pickup,1
180124,Indiana,Rural,10,Clear,Motorcycle,1
470233,Tennessee,Urban,14,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
450559,South Carolina,Urban,23,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
240144,Maryland,Urban,22,Clear,Motorcycle,1
420472,Pennsylvania,Urban,1,Clear,4-Door Sedan/Hardtop,1
61331,California,Rural,14,Clear,3-Door/2-Door Hatchback,1
210244,Kentucky,Urban,2,Clear,Motorcycle,1
61952,California,Urban,18,Clear,Motorcycle,1
220195,Louisiana,Rural,0,Clear,2-Door Sedan/Hardtop/Coupe,1
530162,Washington,Rural,2,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290725,Missouri,Rural,0,Clear,Standard Pickup,1
40537,Arizona,Rural,13,Clear,Minivan,1
400003,Oklahoma,Rural,9,Clear,4-Door Sedan/Hardtop,1
480415,Texas,Urban,1,Clear,4-Door Sedan/Hardtop,1
420001,Pennsylvania,Urban,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180052,Indiana,Rural,4,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340570,New Jersey,Urban,2,Other,Motorcycle,1
340521,New Jersey,Urban,0,Other,Motorcycle,1
80277,Colorado,Urban,20,Not Reported,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
80277,Colorado,Urban,20,Not Reported,4-Door Sedan/Hardtop,1
80277,Colorado,Urban,20,Not Reported,4-Door Sedan/Hardtop,1
80277,Colorado,Urban,20,Not Reported,Minivan,1
510526,Virginia,Urban,1,Not Reported,4-Door Sedan/Hardtop,1
61445,California,Rural,19,Clear,Motorcycle,1
290755,Missouri,Urban,22,Clear,Standard Pickup,1
150075,Hawaii,Rural,22,Clear,2-Door Sedan/Hardtop/Coupe,1
50482,Arkansas,Urban,0,Clear,4-Door Sedan/Hardtop,1
61588,California,Rural,99,Clear,4-Door Sedan/Hardtop,1
121340,Florida,Urban,0,Rain,4-Door Sedan/Hardtop,3
210437,Kentucky,Rural,16,Rain,4-Door Sedan/Hardtop,1
420354,Pennsylvania,Urban,23,Clear,5-Door/4-Door Hatchback,1
420305,Pennsylvania,Rural,22,Clear,Motorcycle,1
62092,California,Rural,0,Clear,4-Door Sedan/Hardtop,1
61325,California,Rural,23,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
121360,Florida,Urban,3,Clear,5-Door/4-Door Hatchback,1
470071,Tennessee,Urban,8,Clear,4-Door Sedan/Hardtop,1
320253,Nevada,Urban,22,Clear,4-Door Sedan/Hardtop,1
10202,Alabama,Rural,0,Clear,Minivan,1
62852,California,Urban,8,Clear,4-Door Sedan/Hardtop,1
371055,North Carolina,Rural,22,Clear,2-Door Sedan/Hardtop/Coupe,1
250323,Massachusetts,Urban,15,Clear,Station Wagon (Excluding Van and Truck-Based),1
210171,Kentucky,Urban,5,Clear,5-Door/4-Door Hatchback,2
390252,Ohio,Urban,17,Clear,Motorcycle,1
180033,Indiana,Urban,2,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
120325,Florida,Urban,8,Cloudy,Standard Pickup,1
131294,Georgia,Rural,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
10838,Alabama,Rural,12,Rain,4-Door Sedan/Hardtop,1
360128,New York,Rural,21,Cloudy,4-Door Sedan/Hardtop,1
390682,Ohio,Urban,2,Clear,Station Wagon (Excluding Van and Truck-Based),1
40712,Arizona,Rural,10,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
270042,Minnesota,Rural,8,Cloudy,4-Door Sedan/Hardtop,1
450450,South Carolina,Rural,18,Clear,4-Door Sedan/Hardtop,1
530242,Washington,Rural,13,Clear,Motorcycle,1
60512,California,Rural,8,Clear,4-Door Sedan/Hardtop,1
60512,California,Rural,8,Clear,Large Van – Includes Van-Based Buses,1
50390,Arkansas,Rural,15,Clear,4-Door Sedan/Hardtop,1
360418,New York,Rural,5,Clear,4-Door Sedan/Hardtop,1
60036,California,Rural,10,Clear,Motorcycle,1
60036,California,Rural,10,Clear,Standard Pickup,1
